time,t_s,theta,Rs
18/03/2015 00:00,-1.35,23.4,0.568
18/03/2015 02:00,-1.41,23.2,0.500
18/03/2015 04:00,-1.50,23.0,0.298
18/03/2015 06:00,-1.36,22.8,0.237
18/03/2015 08:00,-1.15,22.7,0.269
18/03/2015 10:00,-1.38,22.5,0.551
18/03/2015 12:00,-1.41,22.5,0.610
18/03/2015 14:00,-1.48,22.8,0.663
18/03/2015 16:00,-1.36,23.1,0.783
18/03/2015 18:00,-1.64,23.2,0.501
18/03/2015 20:00,-1.50,23.2,0.485
18/03/2015 22:00,-1.37,23.1,0.559
19/03/2015 00:00,-1.35,23.2,1.632
19/03/2015 02:00,-1.30,24.5,2.409
19/03/2015 04:00,-1.59,25.2,2.060
19/03/2015 06:00,-1.29,24.6,1.106
19/03/2015 08:00,-1.36,24.1,1.145
19/03/2015 10:00,-1.47,23.8,1.781
19/03/2015 12:00,-1.51,23.7,1.731
19/03/2015 14:00,-1.57,23.6,1.129
19/03/2015 16:00,-1.50,23.6,0.939
19/03/2015 18:00,-1.42,23.5,0.756
19/03/2015 20:00,-1.25,23.5,0.638
19/03/2015 22:00,-1.37,23.3,0.588
20/03/2015 00:00,-1.28,23.2,0.530
20/03/2015 02:00,-1.57,23.1,0.738
20/03/2015 04:00,-1.23,23.0,0.514
20/03/2015 06:00,-1.17,22.9,0.504
20/03/2015 08:00,-1.39,22.8,0.517
20/03/2015 10:00,-1.50,22.7,0.843
20/03/2015 12:00,-1.39,22.7,0.723
20/03/2015 14:00,-1.18,22.6,0.763
20/03/2015 16:00,-1.27,22.6,0.701
20/03/2015 18:00,-1.04,22.6,0.679
20/03/2015 20:00,-1.41,22.5,0.567
20/03/2015 22:00,-1.18,22.5,0.580
21/03/2015 00:00,-0.94,22.4,0.616
21/03/2015 02:00,-1.11,22.4,0.646
21/03/2015 04:00,-1.05,22.3,0.618
21/03/2015 06:00,-1.22,22.2,0.487
21/03/2015 08:00,-1.27,22.1,0.406
21/03/2015 10:00,-0.93,22.1,0.519
21/03/2015 12:00,-1.34,22.0,0.559
21/03/2015 14:00,-1.19,21.9,0.560
21/03/2015 16:00,-1.05,21.9,0.648
21/03/2015 18:00,-1.10,21.8,0.573
21/03/2015 20:00,-1.25,21.8,0.495
21/03/2015 22:00,-0.79,21.8,0.550
22/03/2015 00:00,-1.28,21.7,0.599
22/03/2015 02:00,-1.23,21.7,0.659
22/03/2015 04:00,-0.87,21.6,0.494
22/03/2015 06:00,-1.18,21.5,0.468
22/03/2015 08:00,-1.17,21.5,0.458
22/03/2015 10:00,-0.74,21.4,0.757
22/03/2015 12:00,-1.25,21.4,0.946
22/03/2015 14:00,-1.32,21.4,0.957
22/03/2015 16:00,-1.36,21.4,0.792
22/03/2015 18:00,-1.13,21.4,0.693
22/03/2015 20:00,-1.23,21.4,0.510
22/03/2015 22:00,-1.09,21.4,0.563
23/03/2015 00:00,-0.70,21.3,0.639
23/03/2015 02:00,-0.91,21.3,0.743
23/03/2015 04:00,-0.62,21.2,0.678
23/03/2015 06:00,-0.84,21.2,0.489
23/03/2015 08:00,-0.48,21.1,0.448
23/03/2015 10:00,-0.88,21.1,0.855
23/03/2015 12:00,-0.87,21.0,0.944
23/03/2015 14:00,-0.47,21.0,1.021
23/03/2015 16:00,-0.95,21.0,0.591
23/03/2015 18:00,-0.74,20.9,0.497
23/03/2015 20:00,-0.74,20.9,0.452
23/03/2015 22:00,-0.73,20.9,0.407
24/03/2015 00:00,-0.61,20.8,0.371
24/03/2015 02:00,-0.60,20.8,0.369
24/03/2015 04:00,-0.66,20.7,0.491
24/03/2015 06:00,-0.67,20.7,0.274
24/03/2015 08:00,-0.65,20.6,0.299
24/03/2015 10:00,-0.56,20.5,0.462
24/03/2015 12:00,-0.84,20.5,0.425
24/03/2015 14:00,-0.71,20.5,0.403
24/03/2015 16:00,-0.82,20.5,0.373
24/03/2015 18:00,-0.55,20.5,0.349
24/03/2015 20:00,-0.80,20.5,0.323
24/03/2015 22:00,-1.09,20.5,0.322
25/03/2015 00:00,-0.23,20.4,0.273
25/03/2015 02:00,-0.78,20.4,0.322
25/03/2015 04:00,-0.69,20.3,0.341
25/03/2015 06:00,-0.44,20.3,0.281
25/03/2015 08:00,-0.35,20.2,0.272
25/03/2015 10:00,-0.26,20.2,0.306
25/03/2015 12:00,-0.82,20.1,0.357
25/03/2015 14:00,-0.75,20.1,0.364
25/03/2015 16:00,-0.81,20.1,0.296
25/03/2015 18:00,-0.65,20.2,0.251
25/03/2015 20:00,-0.47,20.2,0.250
25/03/2015 22:00,-1.17,20.1,0.279
26/03/2015 00:00,-0.58,20.1,0.265
26/03/2015 02:00,-0.38,20.1,0.279
26/03/2015 04:00,-0.48,20.0,0.241
26/03/2015 06:00,-0.44,20.0,0.206
26/03/2015 08:00,-0.41,20.0,0.250
26/03/2015 10:00,-0.76,19.9,0.365
26/03/2015 12:00,-0.49,19.9,0.398
26/03/2015 14:00,-0.61,19.9,0.432
26/03/2015 16:00,-0.80,19.9,0.465
26/03/2015 18:00,-0.54,19.9,0.375
26/03/2015 20:00,-0.75,19.9,0.285
26/03/2015 22:00,-0.59,19.9,0.295
27/03/2015 00:00,-0.49,19.9,0.378
27/03/2015 08:00,-0.37,19.8,0.351
27/03/2015 10:00,-0.49,19.7,0.586
27/03/2015 12:00,-0.85,19.7,0.578
27/03/2015 14:00,-0.71,19.7,0.561
27/03/2015 16:00,-0.63,19.7,0.487
27/03/2015 18:00,-0.38,19.7,0.473
27/03/2015 20:00,-0.81,19.7,0.459
27/03/2015 22:00,-0.27,19.7,0.445
28/03/2015 00:00,-0.37,19.7,0.433
28/03/2015 02:00,-0.52,19.7,0.509
28/03/2015 04:00,-0.37,19.7,0.449
28/03/2015 06:00,-0.14,19.6,0.383
28/03/2015 08:00,-0.46,19.6,0.474
28/03/2015 10:00,-0.39,19.6,0.565
28/03/2015 12:00,-0.53,19.6,0.657
28/03/2015 14:00,-0.47,19.6,0.495
28/03/2015 16:00,-0.39,19.6,0.687
28/03/2015 18:00,-0.60,19.6,0.756
28/03/2015 20:00,-0.43,19.5,0.430
28/03/2015 22:00,-0.43,19.5,0.380
29/03/2015 00:00,-0.53,19.5,0.525
29/03/2015 02:00,-0.57,19.5,0.487
29/03/2015 04:00,-0.77,19.5,0.450
29/03/2015 06:00,-0.43,19.4,0.470
29/03/2015 08:00,-0.10,19.4,0.509
29/03/2015 10:00,-0.28,19.4,0.842
29/03/2015 12:00,-0.43,19.4,0.872
29/03/2015 14:00,-0.67,19.4,0.902
29/03/2015 16:00,-0.38,19.4,0.933
29/03/2015 18:00,-0.02,19.4,0.821
29/03/2015 20:00,-0.10,19.4,0.710
29/03/2015 22:00,-0.34,19.4,0.906
30/03/2015 00:00,-0.53,19.4,0.837
30/03/2015 02:00,-0.32,19.3,0.595
30/03/2015 04:00,-0.24,19.3,0.587
30/03/2015 06:00,-0.07,19.3,0.474
30/03/2015 08:00,0.06,19.3,0.580
30/03/2015 10:00,-0.33,19.3,0.686
30/03/2015 12:00,-0.26,19.3,0.792
30/03/2015 14:00,-0.30,19.3,1.032
30/03/2015 16:00,-0.70,19.3,0.862
30/03/2015 18:00,-0.05,19.3,0.695
30/03/2015 20:00,-0.07,19.3,0.529
30/03/2015 22:00,0.06,19.3,0.543
31/03/2015 00:00,-0.08,19.3,0.558
31/03/2015 02:00,-0.36,19.2,0.573
31/03/2015 04:00,0.19,19.2,0.561
31/03/2015 06:00,0.07,19.2,0.479
31/03/2015 08:00,-0.17,19.2,0.678
31/03/2015 10:00,-0.12,19.2,0.878
31/03/2015 12:00,-0.57,19.2,1.078
31/03/2015 14:00,-0.22,19.2,1.132
31/03/2015 16:00,-0.29,19.2,1.014
31/03/2015 18:00,-0.53,19.2,0.815
31/03/2015 20:00,-0.57,19.1,0.617
31/03/2015 22:00,0.10,19.1,0.642
01/04/2015 00:00,-0.50,19.1,0.667
01/04/2015 02:00,-0.32,19.1,0.686
01/04/2015 04:00,-0.58,19.1,0.728
01/04/2015 06:00,-0.35,19.1,0.714
01/04/2015 08:00,-0.24,19.0,0.652
01/04/2015 10:00,-0.36,19.0,0.925
01/04/2015 12:00,-0.66,19.0,1.198
01/04/2015 14:00,-0.75,19.0,1.471
01/04/2015 16:00,-0.90,19.0,1.532
02/04/2015 04:00,-0.40,18.9,0.661
02/04/2015 06:00,0.02,18.9,0.642
02/04/2015 08:00,-0.25,18.9,0.569
02/04/2015 10:00,-0.40,18.9,0.716
02/04/2015 12:00,-0.01,18.9,0.864
03/04/2015 14:00,2.69,18.7,1.343
03/04/2015 16:00,3.24,18.7,1.297
03/04/2015 18:00,3.68,18.7,1.337
03/04/2015 20:00,3.77,18.7,1.396
03/04/2015 22:00,3.89,18.7,1.109
04/04/2015 00:00,4.12,18.7,1.038
04/04/2015 02:00,4.33,18.7,1.130
04/04/2015 04:00,4.42,18.7,1.131
04/04/2015 06:00,4.46,18.7,1.054
04/04/2015 08:00,4.41,18.7,1.086
04/04/2015 10:00,4.39,18.7,1.078
04/04/2015 12:00,4.47,18.7,1.099
04/04/2015 14:00,4.54,18.7,1.007
04/04/2015 16:00,4.51,18.7,1.109
04/04/2015 18:00,4.35,18.7,1.048
04/04/2015 20:00,4.26,18.7,0.985
04/04/2015 22:00,4.30,18.7,1.034
05/04/2015 00:00,4.06,18.6,1.097
05/04/2015 02:00,4.21,18.6,1.074
05/04/2015 04:00,3.92,18.6,1.050
05/04/2015 06:00,3.74,18.6,0.999
05/04/2015 08:00,3.88,18.6,0.984
05/04/2015 10:00,3.83,18.6,1.109
05/04/2015 12:00,3.86,18.6,1.297
05/04/2015 14:00,4.44,18.6,1.462
05/04/2015 16:00,5.01,18.6,1.474
05/04/2015 18:00,5.60,18.6,1.291
05/04/2015 20:00,5.68,18.6,1.192
05/04/2015 22:00,5.78,18.6,1.255
06/04/2015 00:00,5.45,18.6,1.320
06/04/2015 02:00,5.63,18.6,1.222
06/04/2015 04:00,5.43,18.6,1.284
06/04/2015 06:00,5.44,18.6,1.026
06/04/2015 08:00,5.57,18.6,1.146
06/04/2015 10:00,5.89,18.6,1.193
06/04/2015 12:00,6.34,18.6,1.176
06/04/2015 14:00,6.91,18.6,1.159
06/04/2015 16:00,7.29,18.6,0.827
06/04/2015 18:00,7.34,18.6,1.170
06/04/2015 20:00,7.13,18.5,1.237
06/04/2015 22:00,7.58,18.5,1.139
07/04/2015 00:00,7.62,18.5,1.257
07/04/2015 02:00,6.98,18.5,1.532
07/04/2015 04:00,7.28,18.5,1.622
07/04/2015 06:00,7.30,18.5,1.417
07/04/2015 08:00,7.12,18.5,1.212
07/04/2015 10:00,6.88,18.5,1.183
07/04/2015 12:00,6.48,19.2,1.269
07/04/2015 14:00,6.97,20.4,1.145
07/04/2015 16:00,7.06,20.8,1.142
07/04/2015 18:00,6.54,21.1,1.206
07/04/2015 20:00,6.72,21.3,1.134
07/04/2015 22:00,6.21,21.5,1.135
08/04/2015 00:00,5.82,21.5,1.098
08/04/2015 02:00,5.81,21.5,1.097
08/04/2015 04:00,5.30,21.6,0.989
08/04/2015 06:00,5.06,21.9,0.884
08/04/2015 08:00,4.75,21.9,0.643
09/04/2015 16:00,2.30,21.1,0.823
09/04/2015 18:00,2.29,21.1,0.815
09/04/2015 20:00,1.91,21.1,0.807
09/04/2015 22:00,2.10,21.2,0.848
10/04/2015 00:00,1.90,21.2,0.858
10/04/2015 02:00,1.80,21.2,0.963
10/04/2015 04:00,1.32,21.1,0.936
10/04/2015 06:00,1.65,21.1,0.833
10/04/2015 08:00,1.69,21.1,0.721
10/04/2015 10:00,1.58,21.1,0.677
10/04/2015 12:00,1.34,21.1,0.612
10/04/2015 14:00,1.42,21.1,0.689
10/04/2015 16:00,1.61,21.2,0.699
10/04/2015 18:00,1.41,21.7,0.835
10/04/2015 20:00,1.53,22.7,0.781
10/04/2015 22:00,1.34,23.6,0.727
11/04/2015 00:00,1.15,24.6,0.665
11/04/2015 02:00,1.18,24.7,0.250
11/04/2015 04:00,0.78,24.4,0.688
11/04/2015 06:00,0.74,24.1,0.580
11/04/2015 08:00,0.99,23.7,0.597
11/04/2015 10:00,0.65,23.5,0.564
11/04/2015 12:00,1.20,23.5,0.796
11/04/2015 14:00,2.08,23.3,0.933
11/04/2015 16:00,2.33,23.0,0.910
11/04/2015 18:00,2.81,22.7,1.011
11/04/2015 20:00,3.18,22.5,0.955
11/04/2015 22:00,2.91,22.3,0.889
12/04/2015 00:00,3.08,22.1,0.885
12/04/2015 02:00,2.79,22.0,0.792
12/04/2015 04:00,2.57,21.9,0.684
12/04/2015 06:00,2.66,21.7,0.622
12/04/2015 08:00,2.85,21.6,0.642
12/04/2015 10:00,2.62,21.5,0.744
12/04/2015 12:00,3.02,21.4,0.874
12/04/2015 14:00,3.50,21.4,0.983
12/04/2015 16:00,4.28,21.3,0.947
12/04/2015 18:00,4.38,21.2,0.921
12/04/2015 20:00,4.46,21.1,0.816
12/04/2015 22:00,3.85,21.0,0.786
13/04/2015 00:00,4.12,21.0,0.787
13/04/2015 02:00,3.52,20.9,0.823
13/04/2015 04:00,3.25,20.8,0.851
13/04/2015 06:00,3.31,20.7,0.787
13/04/2015 08:00,3.05,20.7,0.742
13/04/2015 10:00,3.11,20.7,0.520
13/04/2015 12:00,1.95,21.3,0.746
13/04/2015 14:00,0.86,23.7,0.550
13/04/2015 16:00,0.77,24.7,0.572
13/04/2015 18:00,0.77,24.8,0.732
13/04/2015 20:00,1.04,25.0,0.716
13/04/2015 22:00,1.49,24.7,0.833
14/04/2015 00:00,1.42,24.0,0.813
14/04/2015 02:00,1.93,23.5,0.904
14/04/2015 04:00,1.62,23.2,0.939
14/04/2015 06:00,2.04,22.9,0.955
14/04/2015 08:00,2.21,22.7,0.843
14/04/2015 10:00,2.38,22.4,0.831
14/04/2015 12:00,2.66,22.3,1.028
14/04/2015 14:00,3.56,22.3,1.226
14/04/2015 16:00,3.96,22.5,1.512
14/04/2015 18:00,5.41,23.1,1.481
